,P[Y=1],P[Y=2],P[Y=3],P[Y=4],P[Y=5],P[Y=6],P[Y=7],y_hat,y_avg,y_obs,residual1,residual2
aml,0.940088614,0.050719205,0.007043376,0.001695074,0.000439527,1.35E-05,7.45E-07,1,1.071721052,1,-0.071721052,0
amm,0.624799484,0.243923989,0.078449662,0.03407973,0.017150343,0.001421719,0.000175072,1,1.579822907,1,-0.579822907,0
amn,0.893333925,0.086323361,0.014869205,0.004152944,0.00126721,5.00E-05,3.38E-06,1,1.133859593,1,-0.133859593,0
amo,0.905641529,0.077213723,0.012674416,0.003423502,0.001006885,3.75E-05,2.42E-06,1,1.117062746,1,-0.117062746,0
amp,0.828612709,0.131411227,0.027707972,0.008913329,0.00318234,0.000159406,1.30E-05,1,1.22717165,1,-0.22717165,0
amr,0.248787966,0.300537694,0.183579033,0.127895521,0.113733276,0.02050705,0.004959461,2,2.63860744,2,-0.63860744,0
ams,0.079838829,0.193119591,0.184743116,0.181405837,0.250453468,0.078339659,0.032099501,5,3.692932504,3,-0.692932504,-2
amt,0.666567769,0.224592464,0.067059087,0.027615663,0.013061313,0.000990429,0.000113275,1,1.499434674,2,0.500565326,1
amu,0.78027258,0.162143124,0.038500234,0.013467222,0.005284157,0.000304802,2.79E-05,1,1.30237318,1,-0.30237318,0
amv,0.390055688,0.309489438,0.146769998,0.084655171,0.05967268,0.007905295,0.001451731,1,2.143922526,1,-1.143922526,0
amw,0.382969057,0.310102051,0.148814649,0.086590764,0.061690488,0.008291096,0.001541896,1,2.164972446,3,0.835027554,2
amx,0.730658175,0.191110795,0.050467897,0.019036921,0.008139284,0.000532902,5.40E-05,1,1.384703158,1,-0.384703158,0
amy,0.033599364,0.118357679,0.145956096,0.174935012,0.315299308,0.135006264,0.076846276,5,4.332381115,4,-0.332381115,-1
amz,0.003355243,0.024800733,0.050973748,0.092269635,0.296509391,0.239582894,0.292508356,5,5.542559304,7,1.457440696,2
ana,0.001295251,0.012246986,0.029847687,0.062198779,0.245563229,0.245382532,0.403465536,7,5.888497492,6,0.111502508,-1
anb,0.001936564,0.016550592,0.037612649,0.073965212,0.268153195,0.245582871,0.356198918,7,5.751392166,7,1.248607834,0
anc,0.979530777,0.018258528,0.001797921,0.000342268,6.90E-05,1.42E-06,5.76E-08,1,1.023164731,1,-0.023164731,0
and,0.740879376,0.185357595,0.047935021,0.017814268,0.007488063,0.000478175,4.75E-05,1,1.367298578,2,0.632701422,1
ane,0.400295238,0.308436559,0.143798545,0.081902943,0.056857858,0.007378194,0.001330662,1,2.114048855,1,-1.114048855,0
anf,0.486658065,0.292340982,0.118330494,0.060746296,0.037220737,0.004070259,0.000633166,1,1.8842741,3,1.1157259,2
anh,0.884693082,0.092613187,0.016461412,0.004699157,0.001468864,6.01E-05,4.18E-06,1,1.145834609,1,-0.145834609,0
ani,0.601435191,0.253840112,0.084988767,0.038007596,0.019786233,0.001721407,0.000220694,1,1.626916564,2,0.373083436,1
anj,0.754968685,0.177244088,0.044499456,0.016193211,0.006645378,0.000409641,3.95E-05,1,1.3436896,1,-0.3436896,0
ank,0.964326691,0.031086717,0.003629376,0.000775631,0.000176952,4.42E-06,2.09E-07,1,1.041403544,2,0.958596456,1
anl,0.517550843,0.283749267,0.109215699,0.054043604,0.031696985,0.003261827,0.000481774,1,1.810299197,2,0.189700803,1
anm,0.863700142,0.107541406,0.020494074,0.006141665,0.002025999,9.00E-05,6.68E-06,1,1.175548799,1,-0.175548799,0
ann,0.964016704,0.031343741,0.003669531,0.000785695,0.00017961,4.50E-06,2.14E-07,1,1.041782136,1,-0.041782136,0
ano,0.456377418,0.299374347,0.127296974,0.067751827,0.043344816,0.005030936,0.000823683,1,1.960699815,3,1.039300185,2
anp,0.926012385,0.061730955,0.009246302,0.002344257,0.000643298,2.15E-05,1.28E-06,1,1.089944815,1,-0.089944815,0
anq,0.208971276,0.287945221,0.190993439,0.141601028,0.136136676,0.027148939,0.007203422,2,2.818247113,1,-1.818247113,-1
anr,0.871299125,0.102194694,0.019008357,0.005600726,0.001813122,7.83E-05,5.68E-06,1,1.164691631,2,0.835308369,1
ans,0.000556643,0.006430057,0.017994688,0.042087482,0.197324014,0.234306071,0.501301045,7,6.137314562,7,0.862685438,0
ant,0.05742413,0.161892194,0.171635035,0.182614319,0.28039706,0.099576208,0.046461054,5,3.951240828,5,1.048759172,0
anu,0.962862412,0.032299353,0.003819944,0.000823576,0.000189671,4.81E-06,2.31E-07,1,1.043194104,1,-0.043194104,0
anv,0.891256535,0.087843408,0.015248229,0.004281709,0.001314252,5.23E-05,3.56E-06,1,1.136724891,1,-0.136724891,0
anw,0.997229868,0.002595743,0.000151258,2.03E-05,2.83E-06,3.17E-08,8.16E-10,1,1.002970552,1,-0.002970552,0
any,0.992159092,0.007196603,0.000543172,8.65E-05,1.44E-05,2.18E-07,7.01E-09,1,1.008601252,1,-0.008601252,0
anz,0.765371221,0.171118141,0.042005909,0.015043842,0.006062684,0.000363839,3.44E-05,1,1.326537605,1,-0.326537605,0
aoa,0.538061921,0.277297021,0.103205913,0.049835202,0.028393668,0.002805855,0.00040042,1,1.763220921,1,-0.763220921,0
aob,0.443726629,0.301883555,0.131040021,0.070809108,0.046132385,0.0054899,0.000918402,1,1.993880375,5,3.006119625,4
aoc,0.666525567,0.224613008,0.067070384,0.02762184,0.013065069,0.000990805,0.000113327,1,1.499513558,2,0.500486442,1
aod,0.878222766,0.097267077,0.017680094,0.005126388,0.001630297,6.85E-05,4.86E-06,1,1.154899368,1,-0.154899368,0
aoe,0.895361781,0.084834709,0.01450156,0.004028815,0.001222162,4.78E-05,3.20E-06,1,1.131070991,1,-0.131070991,0
aof,0.732620094,0.190015184,0.049979139,0.018799182,0.008011624,0.000522056,5.27E-05,1,1.381344117,1,-0.381344117,0
aog,0.929198846,0.059261428,0.008735025,0.002190239,0.000593822,1.95E-05,1.14E-06,1,1.085781823,1,-0.085781823,0
aoi,0.471718627,0.295988361,0.122753391,0.064147951,0.040149051,0.00452135,0.000721269,1,1.921469565,1,-0.921469565,0
aoj,0.848195858,0.118253344,0.023612173,0.007311,0.002501063,0.000117453,9.11E-06,1,1.198056861,1,-0.198056861,0
aok,0.118040203,0.232977554,0.194795254,0.172348833,0.207681047,0.055029567,0.019127543,2,3.360251837,5,1.639748163,3
aom,0.809912413,0.143593379,0.031772721,0.010573788,0.003921893,0.000208023,1.78E-05,1,1.255694576,1,-0.255694576,0
aon,0.802220197,0.148496711,0.033486047,0.011293812,0.004252461,0.000230689,2.01E-05,1,1.267634028,3,1.732365972,2
aos,0.353139017,0.311591021,0.157284873,0.095015543,0.070855504,0.010126249,0.001987793,1,2.257187417,1,-1.257187417,0
aot,0.694143142,0.210741239,0.059778061,0.023729493,0.010757487,0.000767165,8.34E-05,1,1.448852097,3,1.551147903,2
aox,0.000250557,0.00345378,0.010915882,0.028284482,0.154811271,0.213970678,0.588313349,7,6.329117563,4,-2.329117563,-3
aoz,0.872002775,0.101696353,0.018872245,0.005551711,0.001794061,7.73E-05,5.59E-06,1,1.163692089,1,-0.163692089,0
apb,0.930777463,0.058033037,0.008484391,0.002115453,0.000570041,1.85E-05,1.08E-06,1,1.083727496,1,-0.083727496,0
ape,0.935196526,0.054576647,0.007792396,0.00191149,0.000506026,1.60E-05,9.09E-07,1,1.078005501,2,0.921994499,1
apg,0.788939448,0.156815122,0.036498437,0.012587863,0.004860768,0.000273794,2.46E-05,1,1.288535034,1,-0.288535034,0
aph,0.512230257,0.285327104,0.110780999,0.055166532,0.032599822,0.003390084,0.000505203,1,1.822769619,2,0.177230381,1
api,0.140721528,0.251007005,0.196444267,0.165201637,0.186446138,0.04554582,0.014633604,2,3.200815725,5,1.799184275,3
apj,0.169951404,0.269606289,0.195610572,0.155249901,0.162712261,0.036218739,0.010650834,2,3.022424877,3,-0.022424877,1
apk,0.018930246,0.082384573,0.117432344,0.1579634,0.333496775,0.17090983,0.118882834,5,4.692972708,5,0.307027292,0
apl,0.023807152,0.09548592,0.128685659,0.165515995,0.328516314,0.157038976,0.100949984,5,4.554365264,6,1.445634736,1
apm,0.124068962,0.238118673,0.195475292,0.170526526,0.201767221,0.052269658,0.017773668,2,3.315708014,2,-1.315708014,0
apn,0.288906669,0.308130291,0.174327818,0.114658749,0.094926175,0.015587181,0.003463117,2,2.479181482,1,-1.479181482,-1
app,0.845976105,0.119765552,0.024067803,0.007485601,0.002573655,0.000121782,9.50E-06,1,1.201318505,1,-0.201318505,0
apq,0.012068099,0.061087142,0.096627598,0.141320989,0.335213978,0.195509803,0.158172392,5,4.945744583,7,2.054255417,2
apr,0.684081877,0.215893366,0.062410979,0.025112857,0.011563888,0.000843583,9.34E-05,1,1.467088062,1,-0.467088062,0
aps,0.765584243,0.170991495,0.041955238,0.015020725,0.006051093,0.000362942,3.43E-05,1,1.326188816,1,-0.326188816,0
apt,0.867933557,0.104570643,0.01966283,0.005837687,0.001905813,8.34E-05,6.11E-06,1,1.169486079,2,0.830513921,1
apu,0.525325068,0.281372215,0.106932943,0.05242608,0.030412369,0.003082003,0.000449322,1,1.792271763,2,0.207728237,1
apw,0.262088407,0.303575914,0.180673706,0.123433155,0.107121748,0.018710988,0.004396081,2,2.583641211,2,-0.583641211,0
apx,0.18427841,0.277119192,0.194300518,0.150247005,0.152344374,0.032518008,0.009192493,2,2.943583737,5,2.056416263,3
apy,0.453994868,0.299866727,0.128002318,0.068321681,0.043859037,0.005114593,0.000840776,1,1.966890178,1,-0.966890178,0
apz,0.878664851,0.09695061,0.017596124,0.005096703,0.001618979,6.79E-05,4.82E-06,1,1.154277359,1,-0.154277359,0
aqc,0.275315134,0.306074838,0.177617857,0.119066527,0.100926469,0.017093719,0.003905457,2,2.531117341,2,-0.531117341,0
aqg,0.964481505,0.030958291,0.00360936,0.000770622,0.00017563,4.38E-06,2.07E-07,1,1.041214562,1,-0.041214562,0
aqm,0.368597534,0.311043943,0.152925895,0.090593703,0.065966124,0.009130388,0.001742413,1,2.208647755,1,-1.208647755,0
aqn,0.436552119,0.303189775,0.133159491,0.072577578,0.04777738,0.005766982,0.000976674,1,2.013045968,3,0.986954032,2
aqr,0.054516664,0.15725571,0.169316338,0.182343582,0.284545565,0.102998868,0.049023274,5,3.990235373,4,0.009764627,-1
ard,0.000404928,0.005025606,0.014777389,0.036028745,0.179817928,0.227114828,0.536830576,7,6.218495927,5,-1.218495927,-2
are,0.712302608,0.201160085,0.05509841,0.021331969,0.009396737,0.000642671,6.75E-05,1,1.416558239,1,-0.416558239,0
arg,0.555986592,0.271190352,0.097992845,0.046312012,0.025725298,0.002453193,0.000339708,1,1.723317484,2,0.276682516,1
arh,0.646170459,0.234285354,0.072570439,0.030684194,0.014963196,0.001185716,0.000140642,1,1.538104031,1,-0.538104031,0
ari,0.019484323,0.083944878,0.118829472,0.158957796,0.333030428,0.169207549,0.116545553,5,4.675909986,5,0.324090014,0
arj,0.129654219,0.242648529,0.195940495,0.168782637,0.196467555,0.049876317,0.016630247,2,3.27591072,6,2.72408928,4
ark,0.011351063,0.058601557,0.093965856,0.138945792,0.334694797,0.198537585,0.16390335,5,4.978257859,5,0.021742141,0
arl,0.210888535,0.288682426,0.190689407,0.140932128,0.134958402,0.026777585,0.007071518,2,2.80900826,4,1.19099174,2
arn,0.624023403,0.244263891,0.078665063,0.034206559,0.017233692,0.001430945,0.000176446,1,1.581361866,2,0.418638134,1
aro,0.074797444,0.186712495,0.182411861,0.18207397,0.25686083,0.08245729,0.03468611,5,3.745604557,2,-1.745604557,-3
arp,0.301806239,0.309626028,0.171083521,0.110553562,0.089550501,0.014286992,0.003093156,2,2.431649658,2,-0.431649658,0
arr,0.160248676,0.26394762,0.196189498,0.1586064,0.170183804,0.039022037,0.011801966,2,3.078803009,3,-0.078803009,1
arv,0.692619497,0.21152866,0.060174981,0.023936452,0.010877152,0.000778383,8.49E-05,1,1.45159775,1,-0.45159775,0
arw,0.619209837,0.246356076,0.080003921,0.034998761,0.017756983,0.001489248,0.000185175,1,1.590945418,4,2.409054582,3
arx,0.036268296,0.123972449,0.149775262,0.176619871,0.311397409,0.129988672,0.071978042,5,4.280783833,4,-0.280783833,-1
asa,0.960028598,0.034635789,0.004195014,0.000919267,0.000215435,5.62E-06,2.75E-07,1,1.046675116,1,-0.046675116,0
asb,0.329297084,0.311433253,0.163844297,0.102070509,0.079038164,0.011878566,0.002438127,1,2.33550762,4,1.66449238,3
asc,0.7187824,0.197654162,0.053452027,0.020507132,0.008939635,0.000602162,6.25E-05,1,1.405223853,1,-0.405223853,0
asg,0.980077131,0.017788653,0.001737785,0.000329046,6.60E-05,1.34E-06,5.41E-08,1,1.022522349,1,-0.022522349,0
ash,0.006839672,0.04128566,0.073753725,0.119041357,0.3245199,0.220197547,0.214362139,5,5.231157352,7,1.768842648,2
asi,0.32149415,0.311103753,0.165938776,0.104440837,0.081898488,0.012516357,0.002607639,1,2.36212539,3,0.63787461,2
asj,0.825703928,0.133330568,0.028330636,0.009163243,0.003291544,0.000166393,1.37E-05,1,1.231561839,1,-0.231561839,0
ask,0.664016508,0.225830817,0.067742807,0.027990368,0.013289696,0.001013371,0.000116433,1,1.504211773,1,-0.504211773,0
asm,0.999700652,0.000287894,1.03E-05,1.01E-06,1.02E-07,6.59E-10,1.12E-11,1,1.000312017,1,-0.000312017,0
asn,0.222491386,0.292848329,0.188723991,0.136899444,0.128054363,0.024651643,0.006330844,2,2.754455373,2,-0.754455373,0
aso,0.931734253,0.057286904,0.008333354,0.002070616,0.000555862,1.80E-05,1.04E-06,1,1.082485,1,-0.082485,0
asr,0.625362334,0.243677029,0.078293524,0.033987903,0.017090071,0.001415058,0.000174081,1,1.578707849,1,-0.578707849,0
ass,0.776637403,0.164354237,0.039348084,0.01384428,0.005468108,0.00031852,2.94E-05,1,1.308224484,1,-0.308224484,0
ast,0.832425643,0.128881599,0.026897258,0.008590397,0.003042376,0.000150553,1.22E-05,1,1.221442622,2,0.778557378,1
asu,0.185455231,0.277694117,0.194171179,0.149834772,0.151525923,0.032234933,0.009083845,2,2.937322217,3,0.062677783,1
asv,0.849539743,0.117335226,0.023337426,0.007206166,0.002457679,0.000114882,8.88E-06,1,1.196086966,1,-0.196086966,0
asx,0.889612823,0.089042582,0.015549832,0.00438474,0.001352116,5.42E-05,3.71E-06,1,1.13899817,1,-0.13899817,0
asy,0.389321421,0.309557368,0.146982328,0.084854551,0.059879059,0.00794445,0.001460823,1,2.146089103,3,0.853910897,2
asz,0.246085822,0.299853184,0.184146504,0.12881026,0.115125952,0.020894716,0.005083562,2,2.650055733,2,-0.650055733,0
ata,0.811929919,0.142296965,0.031327266,0.010388514,0.003837776,0.000202344,1.72E-05,1,1.25258316,1,-0.25258316,0
atb,0.92317979,0.063915142,0.009706709,0.00248458,0.000688941,2.34E-05,1.41E-06,1,1.093663663,1,-0.093663663,0
atd,0.88051568,0.095623294,0.017245689,0.00497321,0.001572056,6.55E-05,4.61E-06,1,1.151677493,1,-0.151677493,0
ate,0.593720944,0.256968241,0.087171229,0.039354746,0.020716063,0.001830927,0.00023785,1,1.642820925,5,3.357179075,4
atg,0.941212789,0.049828077,0.006873868,0.001646753,0.000424892,1.29E-05,7.11E-07,1,1.070284452,1,-0.070284452,0
ati,0.978019848,0.01955443,0.001966521,0.000379741,7.78E-05,1.63E-06,6.77E-08,1,1.024946304,1,-0.024946304,0
atj,0.493581009,0.290536762,0.116283225,0.059205659,0.03592232,0.003875179,0.000595846,1,1.867360442,1,-0.867360442,0
atk,0.630549217,0.241383525,0.076857872,0.033147819,0.016541551,0.001354842,0.000165174,1,1.568474186,1,-0.568474186,0
atl,0.482461298,0.293399831,0.119572431,0.061691218,0.038025659,0.004192724,0.000656839,1,1.89462564,3,1.10537436,2
atm,0.150321259,0.25764101,0.196484474,0.161993522,0.178236696,0.042177848,0.01314519,2,3.139297691,5,1.860702309,3
atn,0.491950822,0.290968021,0.116765125,0.05956642,0.036224814,0.003920354,0.000604445,1,1.871325224,3,1.128674776,2
ato,0.805950071,0.146126959,0.032652339,0.010941982,0.004090211,0.000219495,1.89E-05,1,1.261829556,2,0.738170444,1
atp,0.415693917,0.306491028,0.139298545,0.077862709,0.052838541,0.0066481,0.00116716,1,2.070273868,1,-1.070273868,0
atq,0.709301853,0.202768194,0.055865086,0.02171939,0.009613407,0.000662107,7.00E-05,1,1.421840478,1,-0.421840478,0
atr,0.400488631,0.308414797,0.143742248,0.081851468,0.056805811,0.00736857,0.001328475,1,2.113490639,1,-1.113490639,0
ats,0.003604527,0.026126389,0.052974852,0.094829386,0.299866003,0.238233599,0.284365244,5,5.513387721,5,-0.513387721,0
att,0.577368521,0.263354202,0.091832658,0.042294178,0.022790232,0.002082106,0.000278102,1,1.677142125,1,-0.677142125,0
atu,0.916461756,0.069054379,0.010820198,0.002830074,0.000803491,2.83E-05,1.75E-06,1,1.102551225,1,-0.102551225,0
atv,0.145236574,0.254195402,0.196505793,0.163702579,0.182531288,0.043920218,0.013908145,2,3.17148984,2,-1.17148984,0
atw,0.003561799,0.025901283,0.052637521,0.094400937,0.29931426,0.238467398,0.285716802,5,5.51827398,6,0.48172602,1
atx,0.145055055,0.254069589,0.196504815,0.163763204,0.182686813,0.043984113,0.013936411,2,3.172655115,5,1.827344885,3
aty,0.163047684,0.265629678,0.196050373,0.15764194,0.167989208,0.038186435,0.011454682,2,3.062273344,1,-2.062273344,-1
atz,0.106549255,0.222397323,0.192920495,0.175603683,0.21954306,0.060868909,0.022117275,2,3.450269795,5,1.549730205,3
aub,0.314597071,0.310693287,0.167765178,0.106560881,0.084506477,0.013109291,0.002767814,1,2.386085536,1,-1.386085536,0
auc,0.544833231,0.275040618,0.101231873,0.048487473,0.027362495,0.002667881,0.000376428,1,1.748014741,2,0.251985259,1
aug,0.802892582,0.148070603,0.033335349,0.011230012,0.004222938,0.000228643,1.99E-05,1,1.266585541,1,-0.266585541,0
auh,0.976566615,0.0207961,0.002131758,0.000417015,8.66E-05,1.86E-06,7.84E-08,1,1.026666724,1,-0.026666724,0
aui,0.870799656,0.102548095,0.019105124,0.005635629,0.001826719,7.90E-05,5.74E-06,1,1.165401731,1,-0.165401731,0
auj,0.264981018,0.30416587,0.180018789,0.122471943,0.105735523,0.018343627,0.00428323,2,2.571978886,4,1.428021114,2
auk,0.860165314,0.110006785,0.021194878,0.00640052,0.00212945,9.59E-05,7.19E-06,1,1.180638352,1,-0.180638352,0
aul,0.586074923,0.259995919,0.089345057,0.040714915,0.021668141,0.001945058,0.000255988,1,1.658764555,1,-0.658764555,0
aum,0.866093646,0.105864222,0.020023014,0.005968992,0.001957554,8.62E-05,6.35E-06,1,1.172116659,1,-0.172116659,0
aun,0.789243306,0.156626884,0.036428763,0.012557533,0.004846308,0.000272749,2.45E-05,1,1.28805273,1,-0.28805273,0
aup,0.804244006,0.147212723,0.033033001,0.011102281,0.004163965,0.000224567,1.95E-05,1,1.264481006,1,-0.264481006,0
auq,0.279942876,0.306831565,0.17651362,0.117556477,0.098843166,0.01656401,0.003748286,2,2.513210666,3,0.486789334,1
aur,0.673710521,0.221086319,0.065153742,0.026580337,0.012435935,0.000928337,0.000104809,1,1.486149093,1,-0.486149093,0
auu,0.437747443,0.302978106,0.132806588,0.072281191,0.047500008,0.005719939,0.000966725,1,2.009834931,1,-1.009834931,0
auw,0.393296592,0.309177428,0.14583157,0.083778381,0.058769082,0.007734677,0.001412271,1,2.134399048,4,1.865600952,3
aux,7.12E-05,0.001270673,0.004795286,0.014445567,0.099667233,0.171891714,0.707858364,7,6.559475634,7,0.440524366,0
auy,0.953101664,0.040291689,0.005144721,0.00116884,0.000284778,7.90E-06,4.06E-07,1,1.055268714,1,-0.055268714,0
ava,0.915565826,0.069735463,0.010970929,0.002877488,0.000819442,2.90E-05,1.80E-06,1,1.103743617,1,-0.103743617,0
avd,0.000126853,0.002016713,0.007029442,0.019789846,0.122979686,0.192069398,0.655988062,7,6.463639242,3,-3.463639242,-4
ave,0.00226719,0.018602516,0.041100211,0.078961238,0.276674293,0.244631628,0.337762924,7,5.694119507,7,1.305880493,0
avi,0.891667897,0.087542809,0.015172984,0.004256083,0.001304865,5.18E-05,3.52E-06,1,1.13615682,1,-0.13615682,0
avn,0.937413643,0.052832533,0.007450672,0.001812178,0.000475321,1.48E-05,8.32E-07,1,1.075150789,1,-0.075150789,0
avs,0.00016254,0.002455157,0.008262689,0.022579088,0.134039447,0.200372398,0.632128681,7,6.417509662,7,0.582490338,0
avt,0.919451678,0.066774168,0.010320945,0.002674116,0.00075141,2.61E-05,1.59E-06,1,1.098584051,1,-0.098584051,0
avv,0.045859839,0.142453518,0.161262873,0.18064859,0.297179394,0.114452935,0.058142851,5,4.116764393,5,0.883235607,0
awa,0.99610984,0.003623784,0.000229119,3.24E-05,4.79E-06,5.89E-08,1.63E-09,1,1.004198708,1,-0.004198708,0
awb,0.8689483,0.103855604,0.019464903,0.005765802,0.001877601,8.18E-05,5.98E-06,1,1.168038147,1,-0.168038147,0
awc,0.929791167,0.058800904,0.008640775,0.00216206,0.000584843,1.91E-05,1.12E-06,1,1.085010379,1,-0.085010379,0
awe,0.221318955,0.292449905,0.188931931,0.137305571,0.128734786,0.024857405,0.006401447,2,2.759865328,2,-0.759865328,0
awh,0.378741238,0.310421381,0.150029284,0.087757551,0.062922334,0.008529871,0.00159834,1,2.177681336,2,-0.177681336,1
awi,0.923807956,0.063431663,0.009604134,0.002453186,0.000678683,2.30E-05,1.38E-06,1,1.09283749,1,-0.09283749,0
awk,6.73E-05,0.001214306,0.004617519,0.014000626,0.097575579,0.169888281,0.712636435,7,6.568013553,6,-0.568013553,-1
awm,0.569136181,0.266441072,0.094196208,0.043817525,0.023889497,0.002218978,0.000300539,1,1.694742175,2,0.305257825,1
awn,0.973587068,0.023327941,0.002479483,0.000497101,0.000105931,2.37E-06,1.03E-07,1,1.030214422,1,-0.030214422,0
awo,0.527818266,0.28059207,0.106202065,0.051913157,0.030008919,0.003026181,0.000439344,1,1.786538311,1,-0.786538311,0
awr,0.222348265,0.292799959,0.188749483,0.136949002,0.128137222,0.024676656,0.006339414,2,2.755114583,3,0.244885417,1
aws,0.748006819,0.181279618,0.046188817,0.016984932,0.007053943,0.000442539,4.33E-05,1,1.355300508,2,0.644699492,1
awt,0.288635188,0.308094135,0.174394884,0.114745975,0.095042569,0.015615849,0.003471399,2,2.480199746,2,-0.480199746,0
awu,0.779022504,0.162905065,0.038791253,0.013596337,0.005346986,0.000309471,2.84E-05,1,1.304382191,1,-0.304382191,0
awv,0.570614409,0.265893174,0.093771014,0.043541823,0.023689319,0.002193863,0.000296397,1,1.691565644,1,-0.691565644,0
aww,0.406266379,0.307733029,0.142057607,0.080322225,0.055269524,0.007086494,0.001264742,1,2.096913938,1,-1.096913938,0
